,EIN,OrganizationName,State,County,Lat,Lon,GeoDistance(km)
1215,541762488,ROCKVILLE CENTERVILLE STEAM-GAS HISTORICAL ASSOC,VA,Goochland County,37.65,-77.72,3589.1991764568133
1216,840789830,PADRE APARTMENTS COMMUNITY,CO,Denver County,39.75,-105.0,1313.4337047522388
1217,136020335,INTERNATIONAL ORGANIZATION OF MASTERS MATES AND PILOTS,MD,Anne Arundel County,39.21,-76.67,3670.566968188751
1218,271338879,SOLES FOR JESUS,CO,El Paso County,38.96,-104.77,1289.8055756848526
1219,261600805,KRIS VALLOTTON MINISTRIES,CA,Shasta County,40.6,-122.5,945.5861310947313
1220,50488093,ELDER CARE TWO INC,RI,Bristol County,41.68,-71.27,4116.708152151642
1221,366668576,LESTER E COX MED CTR GENPROF LIAB LOSS FUND,MO,Greene County,37.2,-93.3,2214.8438162903676
1222,421551989,LANCASTER BAR ASSOCIATION FOUNDATION,PA,Lancaster County,40.01,-76.25,3703.607144312964
1223,383031998,WASHTENAW COUNTY COMMAND OFFICERS ASSOCIATION,MI,Genesee County,42.9,-83.8,3096.743643588934
1224,370710280,GREATER SPRINGFIELD CHAMBER OF COMMERCE,IL,Sangamon County,39.77,-89.69,2558.341216267071
1225,680263041,CALIFORNIANS ALLIED FOR PATIENT PROTECTION,CA,Sacramento County,38.58,-121.49,709.5556000803953
1226,650036888,SOUTH EAST FLORIDA APARTMENT ASSOCIATION INC,FL,Orange County,28.54,-81.37,3446.521390214368
1227,640392862,AMERICAN DAIRY ASSOC OF MISSISSIPPI,GA,Fulton County,33.6,-84.5,3027.7061143542755
1228,237100610,UNITED FOOD AND COMMERCIAL WORKERS UNION LOCAL 711 FOOD EMPLOYERS BENEFIT FUND,CA,Orange County,33.88,-117.89,96.10161294042362
1229,911754933,WASHINGTON WOMENS FOUNDATION,WA,King County,47.55,-122.26,1650.2005583333614
1232,363174683,JOLIETWILL COUNTY CENTER FOR ECONOMIC DEVELOPMENT,IL,Will County,41.54,-88.03,2727.8630131627256
1233,954754166,CENTURY COMMUNITY CHILDRENS CENTERS INC,CA,Los Angeles County,34.0,-118.4,138.7688896227911
1234,570293874,JUNIOR LEAGUE OF GREENVILLE INC,SC,Greenville County,34.84,-82.38,3202.7550176171612
1235,411772945,LAMPLIGHTER MANOR INC,MN,Ramsey County,45.08,-93.14,2448.7945208203196
1236,752794263,UNITED WAY OF HOOD COUNTY INC,TX,Tarrant County,32.73,-97.32,1857.253037150399
1237,990351982,HALE MAHAOLU EONO 5 INC,HI,Maui County,20.7,-156.6,4112.0743545742425
1238,363958717,NEW DIRECTIONS HOUSING CORPORATION,IL,Will County,41.3,-88.1,2717.4358597930495
1239,261446177,BRIANS SCHOLARS FOUNDATION CO MOSS ADAMS,CA,San Diego County,32.76,-117.07,51.72646539703056
1240,650267991,FLORIDA ATLANTIC UNIVERSITY RESEARCH CORPORATION INC,FL,Palm Beach County,26.38,-80.1,3644.539096109271
1241,520971454,DISTILLED SPIRITS COUNCIL OF THE UNITED STATES INC,DC,District of Columbia,38.9,-77.04,3640.1529516123974
1242,237137657,LOCAL 68 AND EMPLOYERS HEALTH AND WELFARE FUND,MD,Baltimore city,39.26,-76.62,3674.6422303497616
1243,330934888,DESIGN BUILD INSTITUTE OF AMERICA - WESTERN PACIFIC CHAPTER,DC,District of Columbia,38.904,-77.032,3640.824058551001
1244,561576009,FORSYTH COUNTY DEVELOPMENT CORPORAT,NC,Forsyth County,36.12,-80.2,3383.780251293419
1245,133156445,FRIENDS OF THE ISRAEL DEFENSE FORCES,NY,Westchester County,41.13,-73.69,3916.818625475759
1246,454395521,WISCONSIN CAMPS OF NEIC BOY SCOUTS INC,IL,Lake County,42.19,-87.81,2759.4399565759736
1248,911784267,BETHANY HOME FOUNDATION INC,NE,Kearney County,40.5,-98.9,1818.4832902063672
1249,366109788,ROTARY CLUB OF MCHENRY CO EDER CASELLA AND CO,IL,McHenry County,42.34,-88.28,2725.0338073110597
1250,330662734,COURT APPOINTED SPECIAL ADVOCATES OF SANTA BARBARA COUNTY,WA,King County,47.64,-122.37,1662.1565133606748
1251,841419735,ESTES PARK SALUD FOUNDATION,CO,Larimer County,40.4,-105.6,1308.3552589108635
1254,611307946,LOUISVILLE BAR CENTER INC,KY,Jefferson County,38.25,-85.75,2883.9333885981864
1256,952230127,AMERICAN INDUSTRIAL REAL ESTATE,CA,Los Angeles County,34.15,-118.26,141.0435351455076
1257,232054924,BONNEAUVILLE COMMUNITY FIRE COMPANY,PA,Adams County,39.89,-77.08,3633.1593680083542
1258,366888131,TUCKPOINTING INDUSTRY PROMOTIONAL TRUST,IL,DuPage County,41.89,-87.94,2742.4037762153484
1259,472764277,GREATER METROPOLIS CONVENTION AND VISITORS BUR,IL,Hardin County,37.43,-88.37,2651.5167048123326
1260,742443113,LOCAL 354 BUILDING ASSOCIATION,UT,Salt Lake County,40.7,-111.94,957.7205233249293
1261,330504955,IRVINE POLICE ASSOCIATION,CA,Orange County,33.81,-117.81,85.42029817842064
1262,311726654,WINSTON-SALEM ALLIANCE,NC,Forsyth County,36.12,-80.2,3383.780251293419
1263,237115412,MINNESOTA TEAMSTERS CONSTRUCTION DIVISION FRINGE BENEFIT FUNDS,MN,Dakota County,44.88,-93.15,2439.0100011412833
1264,720404475,LOUISIANA AUTOMOBILE DEALERS ASSOC INC,LA,East Baton Rouge Parish,30.43,-91.16,2477.895731226095
1265,470563371,STEAMFITTERS LOCAL UNION NO 464 EDUCATIONAL TRUST FUND,NE,Douglas County,41.23,-96.12,2065.922201392906
1266,610499414,AMERICAN DAIRY ASSOCIATION OF KENTUCKY,GA,Fulton County,33.6,-84.5,3027.7061143542755
1267,156025162,IBEW LOCAL 1249 INSURANCE FUND,NY,Onondaga County,43.09,-76.05,3725.4824489280104
1268,314352794,GAMMA EDUCATIONAL FOUNDATION,KS,Douglas County,38.98,-95.36,2063.238864656733
1269,742791889,ALAMO EVENTS INC,TX,Bexar County,29.41,-98.46,1831.4523938734546
1270,261365151,ST MARYS ROYAL BLUE CLUB INC,MD,Anne Arundel County,38.99,-76.54,3682.872807133657
1271,860310614,WICKENBURG COMMUNITY SERVICES CORPORATION,AZ,Maricopa County,33.51,-112.06,483.2212905877032
1272,264446362,RADIUS INDIANA INC,IN,Lawrence County,38.9,-86.5,2821.9012386222307
1273,752914522,USA GYMNASTICS REGION 3,TX,Lubbock County,33.47,-101.94,1421.332705969476
1274,300110364,AMERICAS VOICES IN ISRAEL,CA,Sacramento County,38.46,-121.36,692.1793186402724
1275,943240879,SAN FRANCISCO AUXILIARY FOR CHILDREN,CA,Santa Clara County,37.44,-122.15,647.806998709772
1276,201054593,SCHOODIC INSTITUTE AT ACADIA NATIONAL PARK,ME,Hancock County,44.37,-68.09,4367.692146909913
1277,237147455,UNITED WAY OF AROOSTOOK,ME,Aroostook County,47.32,-68.31,4356.908386206951
1278,352050344,ACCESS HOUSING OF CARROLL COUNTY INC,IN,White County,40.8,-86.7,2825.0678785324717
1279,756042162,FIRST METHODIST CHURCH OF FORT WORTH FOUNDATION INC,TX,Tarrant County,32.76,-97.33,1855.9179932145694
1280,340714666,FOUNDRY EDUCATIONAL FOUNDATION DBA FEF,CA,Los Angeles County,34.07,-117.79,108.89305147156469
1281,590526027,ST ANDREWS BAY YACHT CLUB INC,FL,Bay County,30.16,-85.67,2996.0158138304428
1282,870527755,INTERMOUNTAIN CH NECAIBEW 354 LMCC,UT,Salt Lake County,40.71,-111.89,960.8572425927422
1283,260076074,CHAMBERLAIN AFFORDABLE HOUSING INC,SD,Brule County,43.7,-99.3,1943.95340974066
1285,650610872,AMERICANS FOR IMMIGRANT JUSTICE INC,FL,Miami-Dade County,25.66,-80.29,3656.286118259304
1286,440546294,OZARK TRAILS COUNCIL BOY SCOUTS OF AMERICA 306,MO,Greene County,37.17,-93.19,2224.3090220013246
1287,112587515,NASSAU-SUFFOLK HOSPITAL SHARED SERVICES INC,NY,Suffolk County,40.82,-73.21,3958.1308297658097
1288,363905300,DISTRICT 200 EDUCATION FOUNDATION,IL,McHenry County,42.3,-88.4,2714.4462023296073
1289,208098729,WASATCH LOGAN ARTS FOUNDATION INC,UT,Cache County,41.6,-111.7,1054.2878517410657
1290,954394305,MENDING KIDS INTERNATIONAL,NY,New York County,40.75,-73.973,3894.184878746206
1291,450406491,WOMENS PREGNANCY CENTER,ND,Grand Forks County,47.9,-97.2,2340.6355088119503
1292,363762414,NISRA FOUNDATION,IL,McHenry County,42.23,-88.31,2720.0384553021554
1293,750884075,JUNIOR LEAGUE OF TYLER INC,TX,Smith County,32.32,-95.29,2052.024718192113
1294,561338488,VANCE-GRANVILLE COMM COLLEGE ENDOWMENT FUND INC,NC,Franklin County,36.1,-78.2,3562.69807169689
1295,942801005,FRIENDS OF PALO ALTO CHILDRENS THEATRE,CA,Santa Clara County,37.44,-122.15,647.806998709772
1298,264668228,CAMP BINYAN TORAH INC,VA,Richmond city,37.58,-77.52,3607.3525107981022
1299,720491106,WEST LOUISIANA HEALTH SERVICES INC,LA,Beauregard Parish,30.8,-93.2,2278.4709524460873
1300,272450042,DAIRIES IN DEVELOPING COMMUNITIES INC,IL,Kane County,41.99,-88.31,2714.567091118808
1301,421369988,RONALD MCDONALD HOUSE CHARITIES OF SIOUXLAND INC,IA,Woodbury County,42.47,-96.32,2099.0465826156083
1302,263699349,LUCKY FAMILY MISSION INC,LA,Caddo Parish,32.45,-93.71,2196.538753641144
1303,260465972,SKY HIGH FOR ST JUDES INC,NY,New York County,40.76,-73.97,3894.4043493673853
1304,581518223,ISOTHERMAL COMMUNITY COLLEGE FOUNDATION INC,NC,Rutherford County,35.36,-81.93,3236.9462982632203
1305,351148191,NORTH CENTRAL COMMUNITY ACTION AGENCIES INC,IN,Starke County,41.3,-86.6,2841.132747186527
1306,521020149,AUTISM SOCIETY OF AMERICA INC,MD,Montgomery County,39.0,-77.11,3633.6134979485782
1307,240795467,WILKES-BARRE BRANCH PENNSYLVANIA ASSOCIA TION FOR THE BLIND DBA WYOMING VALLEY AS,PA,Luzerne County,41.37,-75.84,3736.8651188291014
1308,133813813,AMERICAN KENNEL CLUB CANINE HEALTH FOUNDATION,AL,Lee County,32.6,-85.49,2954.4486636630963
1310,411675926,WHITE EARTH REDISCOVERY CENTER,MN,Mahnomen County,47.2,-95.6,2394.66880757807
1313,16010273,KNIGHTS TEMPLAR OF THE USA NO 2 PORTLAND ST ALBAN COMMANDERY,ME,Oxford County,44.5,-70.3,4192.243158748366
1314,237286547,GOSHEN COUNTRY FAIR INC,PA,Chester County,40.0,-75.6,3758.9795768832605
1315,370792770,GREENVILLE REGIONAL HOSPITAL INC,IL,Bond County,38.9,-89.4,2571.731142879679
1316,223209160,KEREN YEHOSHUA VYISROEL,NJ,Passaic County,40.86,-74.13,3880.6372809559657
1317,203860924,SPENDLOVE MEDICAL RESEARCH INSTITUT,UT,Cache County,41.6,-111.7,1054.2878517410657
1318,431093486,PLUMBERS AND PIPEFITTERS LOCAL 45 EDUCATIONAL TRAINING PROGRAM FUND,MO,Buchanan County,39.75,-94.85,2124.187809644505
1319,200821341,JACKSONVILLE FRAT ORDER OF POLICE FOUNDATION,FL,Duval County,30.27,-81.64,3367.2422675720404
1320,391205444,SISTERS OF CHARITY OF OUR LADY MOTHER OFTHE CHURCH,WI,Rock County,42.7,-89.1,2668.661774801198
1321,421505760,WESTERN HOME FOUNDATION,IA,Black Hawk County,42.5,-92.5,2394.700502548284
1322,208560529,DUQC HOUSING II NFP INC,OH,Marion County,40.6,-83.1,3124.6499678284317
1323,465740266,MILLIONS FROM ONE INC,TX,Tarrant County,32.81,-97.1,1876.5960654588705
1324,201643163,GOODTEMPS INC,MI,Muskegon County,43.2,-86.1,2919.0629420139717
1325,382918042,NATIONAL SPASMODIC DYSPHONIA ASSOC INC,WI,Dane County,43.07,-89.38,2656.866486458009
1326,510175113,BLUE RIDGE COMMUNITY COLLEGE EDUCATIONAL FOUNDATION INC,NC,Henderson County,35.28,-82.38,3197.2828685032687
1327,256036558,BOILERMAKERS LODGE NO 154 WELFARE,PA,Allegheny County,40.54,-79.88,3395.8795554249377
1328,205913680,340B HEALTH,DC,District of Columbia,38.904,-77.032,3640.824058551001
1329,161116173,HORSEHEADS LODGE NO 1476 LOYAL ORDER OF MOOSE,NY,Chemung County,42.2,-76.8,3659.4818677532753
1330,237318788,BOUTIKI,HI,Honolulu County,21.35,-157.93,4200.93056532535
1331,251302760,PLEASANT RIDGE MANOR,PA,Erie County,42.0,-80.3,3369.9220021823944
1332,550393244,UNITED FOOD AND COMMERCIAL WORKERS LOCAL 400 AND,OH,Franklin County,40.1,-82.9,3137.966738933468
1333,205690130,STRONG ROCK FOUNDATION INC,GA,Henry County,33.3,-84.1,3069.4460495728526
1334,237255751,COASTAL BEND KIDNEY FOUNDATION INC,TX,Nueces County,27.73,-97.39,1994.502569388896
1335,920103000,COOK INLET HOUSING DEVELOPMENT CORPORATION,AK,Anchorage Municipality,61.19,-149.89,3889.646306379509
1336,541275635,VIRGINIA SHIP REPAIR ASSOCIATION,VA,Norfolk city,36.85,-76.29,3723.3061441771724
1337,540321210,NORFOLK AND PORTSMOUTH BAR ASSOCIATION,VA,Norfolk city,36.85,-76.29,3723.3061441771724
1338,382258829,INTERNATIONAL UNION UNITED AUTO NAT CAP,MI,Wayne County,42.37,-82.98,3154.637674424329
1339,390969552,WISCONSIN HOSPITAL ASSOCIATION INC,WI,Dane County,43.02,-89.41,2653.072165092941
1340,237142377,KNIGHTS OF COLUMBUS 4764 FR CAREY,MI,Wayne County,42.33,-83.27,3130.4289920254414
1341,450311105,AMERICAN LEGION CLUB - HERMAN SCHLENKER POST 137,ND,Dickey County,46.1,-98.6,2136.5379235850205
1342,720683938,KREWE OF BACCHUS INC,LA,Orleans Parish,29.94,-90.1,2590.1889543086895
1343,470090390,BETA ALPHA CHAPTER OF ALPHA GAMMA DELTA,NE,Lancaster County,40.85,-96.66,2009.5125410991031
1344,112596492,UNITED UNION OF ROOFERS - LOCAL 8 LABOR MANAGEMENT COMMITTEE,NY,Queens County,40.74,-73.94,3896.99722188118
1345,621182845,SEVIER COUNTY VOLUNTEER EMERGENCY RESCUE SQUAD,TN,Knox County,36.06,-83.91,3052.094488365133
1346,160743158,ST JOHNS HOME FOR THE AGING INC,NY,Monroe County,43.13,-77.61,3599.4122582985824
1347,943382412,LYTTON GARDENS SENIOR COMMUNITIES,CA,Santa Clara County,37.44,-122.15,647.806998709772
1348,330836931,CENTER FOR FAITHWALK LEADERSHIP,TX,Collin County,33.04,-96.81,1900.596711170259
1349,946109289,CALIF INSTITUTE FOR MEDICAL RESEARCH,CA,Santa Clara County,37.27,-122.05,628.1962613754695
1351,411983677,EDVISIONS SCHOOLS INC,MN,Hennepin County,45.06,-93.3,2436.431506067535
1352,391566081,BERLIN CATHOLIC SCHOOL ENDOWMENT INC,WI,Green Lake County,44.0,-89.0,2714.5501029827246
1353,363665972,NEBRASKA COMPREHENSIVE HEALTH INSURANCE POOL,NE,Lancaster County,40.82,-96.7,2005.265298622734
1355,522275123,AFTERSCHOOL ALLIANCE,GA,Fulton County,33.75,-84.39,3035.387425475512
1356,43396766,NEW PROFIT INC,NY,New York County,40.81,-73.96,3895.084128984652
1357,522216665,SOUTH ASIAN AMERICANS LEADING TOGETHER,NY,Queens County,40.75,-73.88,3902.01533703002
1358,611479763,LEARNING TO GIVE,MI,Ottawa County,43.0,-86.1,2914.5601231582746
1359,596173057,PENSACOLA STATE COLLEGE FOUNDATION INC,FL,Escambia County,30.48,-87.2,2844.923155337535
1360,61561317,CHILDRENS DENTAL HEALTH PROJECT,DC,District of Columbia,38.907,-77.042,3639.944376328462
1361,411279468,SUSTAINABLE RESOURCES CENTER INC,MN,Hennepin County,44.98,-93.23,2437.781556108284
1362,160953368,PLANNED PARENTHOOD OF THE SOUTHERN FINGER LAKES INC,NY,Tompkins County,42.4,-76.5,3685.0553712040246
1363,611462062,CHRONIC DISEASE FUND INC,TX,Dallas County,32.95,-96.8,1902.6222796903653
1364,561079943,NORTH CAROLINA SHERIFFS ASSOCIATION INC,VA,Fairfax County,38.94,-77.27,3620.077744870897
1365,261409964,FILLMORE HOUSING DEVELOPMENT CORPORATION,CA,Kern County,35.23,-118.6,257.5988423256718
1367,363605403,RIVERFRONT MUSEUM PARK,IL,Winnebago County,42.34,-89.08,2660.8919200475807
1368,956113643,FRIENDS OF THE NEWPORT BEACH PUBLIC LIBRARY,CA,Orange County,33.64,-117.88,76.23922108378792
1369,471994752,COLLEGE OF MISSIONARY AVIATION INC,FL,Clay County,29.9,-82.0,3344.6248629861902
1371,463144203,LITTLE BIG SHOT,TX,Tarrant County,32.73,-97.32,1857.253037150399
1372,742634199,OPPORTUNITY CENTER FOR THE HOMELESS,TX,El Paso County,31.76,-106.48,1022.3720501800661
1373,204121892,NCI COMMUNITY FUND INC,TX,Harris County,29.71,-95.47,2098.03941474665
1374,561369199,NORTH CAROLINA INTERNATIONAL FOLK FESTIVAL INC,NC,Haywood County,35.4,-83.0,3139.9874864575195
1375,222606679,NORTH SUFFOLK COMMUNITY HOUSING CORP,MA,Suffolk County,42.4,-71.03,4134.112585278241
1376,840867773,MI CASA RESOURCE CENTER,CO,Denver County,39.69,-105.0,1310.1255435327973
1377,743000910,CENTRAL TEXAS PALLIATIVE CARE ASSOCIATES DBA AUSTIN PALLIATIVE CARE,TX,Travis County,30.4,-97.75,1866.0939070942
1378,954867232,CENTURY POINTE INC,CA,Los Angeles County,34.0,-118.4,138.7688896227911
1380,800588914,PTA ROSS BALDWIN ELEMENTARY,TX,Travis County,30.17,-97.89,1859.757163031687
1381,270759192,ECD GLOBAL ALLIANCE INC,NY,New York County,40.765,-73.965,3894.8087965895647
1383,743043913,CENTER FOR RESPONSIBLE LENDING,NC,Durham County,35.99,-78.9,3501.5111898157647
1384,510209877,ILLINOIS ASSOCIATION OF REHABILITATION FACILITIES INC,IL,Sangamon County,39.801,-89.65,2562.2010519832443
1385,860666998,FIESTA EVENTS INC,AZ,Maricopa County,33.49,-111.92,496.0953126807678
1386,251753030,CONSUMER HEALTH COALITION,PA,Philadelphia County,39.95,-75.17,3795.790319241392
1387,204613795,HARTWIG LEGACY FOUNDATION DBA KC HEALTHY KIDS,MO,Jackson County,39.02,-94.47,2139.59072558071
1388,330147824,SOCIETY FOR CONSERVATION BIOLOGY,NY,Tompkins County,42.4,-76.5,3685.0553712040246
1389,411973442,GREATER TWIN CITIES UNITED WAY,MN,Hennepin County,44.97,-93.29,2433.02103489854
1390,222360736,ENVIRONMENTAL ADVOCATES OF NEW YORK INC,NY,Albany County,42.66,-73.76,3910.304889870006
1391,522151557,VITAL VOICES GLOBAL PARTNERSHIP INC,DC,District of Columbia,38.907,-77.042,3639.944376328462
1392,363350532,NATIONAL OSTEOPOROSIS FOUNDATION,OH,Stark County,40.9,-81.43,3267.2677556818226
1393,237123046,AMERICAN CIVIL LIBERTIES UNION FOUNDATION OF VERMONT INC,VT,Washington County,44.3,-72.6,4008.967333586662
1394,43346273,MAINE EQUAL JUSTICE PARTNERS,ME,Kennebec County,44.4,-69.7,4239.74218890497
1396,590718617,AMERICAN LEGION POST 154 INC,FL,Monroe County,25.0,-82.0,3525.9422308649605
1397,580462061,BRIDGES STRUCTURAL AND ORNAMENTAL LOCAL 387,GA,Fulton County,33.74,-84.57,3019.067267723761
1398,161493611,ROCHESTER LABORERS - EMPLOYERS COOPERATIVE EDUCATION TRUST,NY,Monroe County,43.18,-77.56,3603.8829277894642
1399,420524675,SIGMA ALPHA EPSILON FRATERNITY,IL,Cook County,42.05,-87.68,2766.906793306489
1400,311366629,OHIO VALLEY CONSTRUCTION EDUCATION FOUNDATION,OH,Warren County,39.54,-84.22,3022.014948885023
1401,461452896,PENNIES FROM HEAVEN FOUNDATION,MI,Muskegon County,43.24,-86.26,2907.305972842895
1402,460742795,CITYLINK HOLDING CORPORATION,OH,Hamilton County,39.12,-84.55,2991.4148610395855
1403,43455405,ALLIANCE HEALTH OF BROCKTON INC,MA,Middlesex County,42.35,-71.25,4116.1699062180205
1404,261407220,ADELANTE INC,RI,Providence County,41.8,-71.43,4102.977070556241
1405,581636513,USA POULTRY AND EGG EXPORT COUNCIL,GA,DeKalb County,33.82,-84.11,3059.90948017802
1406,752023666,LUBBOCK SYMPHONY GUILD INC,TX,Lubbock County,33.59,-101.85,1429.019110944018
1407,471154832,ASPHALT INSTITUTE FOUNDATION INC,KY,Fayette County,38.1,-84.5,2992.899418206594
1408,481113679,FRIENDS OF THE BOWLUS INC,KS,Allen County,37.9,-95.4,2039.3566577771112
1409,561065000,INDUSTRIAL OPPORTUNITIES INC,NC,Cherokee County,35.2,-83.8,3069.880299775471
1410,201588459,TIDES TWO RIVERS FUND,CA,San Francisco County,37.8,-122.46,695.498005330476
1411,582198010,ST JAMES PLACE OF BATON ROUGE FOUNDATION,LA,East Baton Rouge Parish,30.43,-91.16,2477.895731226095
1412,363818738,LUTHERAN FAMILY SERVICES FOUNDATION INC,NE,Douglas County,41.26,-96.12,2066.998850402315
1413,311489761,DEE R BANGERTER SUPPORT FOUNDATION,UT,Salt Lake County,40.66,-111.92,954.7932708846138
1414,410706141,EBENEZER SOCIETY,MN,Hennepin County,44.94,-93.25,2434.5259924297065
1415,222894544,GREENWICH ADULT DAY CARE TRUST FUND,CT,Fairfield County,41.06,-73.59,3925.3902585545015
1416,371382558,POSHARD FOUNDATION FOR ABUSED CHILDREN INC,IL,White County,38.1,-88.1,2678.0328817384716
1417,750851201,CAMP FIRE FIRST TEXAS,TX,Tarrant County,32.85,-97.29,1858.443637188363
1419,262681792,INTERNATIONAL INITIATIVE FOR IMPACT EVALUATION INC,DC,District of Columbia,38.92,-77.08,3636.59438980498
1420,453593064,TIM CASE INTERNATIONAL MINISTRIES INC,OK,Tulsa County,36.1,-95.97,1968.98398033387
1421,261670950,FOUNDATION FOR CLINICAL PASTORAL EDUCATION INC,GA,DeKalb County,33.77,-84.29,3044.225203028611
1423,113637961,MARIA REGINA RESIDENCE INC CO SISTER HELEN KEARNEY CSJ,NY,Suffolk County,40.78,-73.25,3954.9291774957956
1424,232430389,MOMS HOUSE INC OF GREATER PHILADELPHIA,PA,Cambria County,40.37,-78.96,3473.249082048222
1425,841027205,BETHANY LUTHERAN CHURCH FOUNDATION,CO,Arapahoe County,39.64,-104.96,1310.3737446938655
1426,756579744,JAMES W MCLAURIN TESTAMENTARY TRUST,LA,East Baton Rouge Parish,30.43,-91.18,2476.034852719126
1427,200978565,CALCPA INSTITUTE,CA,San Mateo County,37.55,-122.27,663.9468288862232
1428,421305356,LEWIS CENTRAL BOOSTER CLUB INC,IA,Pottawattamie County,41.2,-95.8,2090.241760886891
1429,150571290,STAMFORD HEALTH CARE SOCIETY INC,NY,Delaware County,42.4,-74.6,3840.993257438471
1430,261774290,HOME CARE BY GULF COAST VILLAGE INC,VA,Alexandria city,38.81,-77.07,3638.0287417801287
1431,222219511,FAMILY HELP CENTER INC,NY,Erie County,42.88,-78.81,3499.901292329062
1432,561518201,WADE HAMPTON GOLF CLUB INC,NC,Jackson County,35.08,-83.1,3134.557045594697
1433,580943709,ATLANTA IRON WORKERS JOINT APPRENTICESHIP COMMITTEE,GA,Fulton County,33.74,-84.57,3019.067267723761
1434,410855906,CARE PROVIDERS OF MINNESOTA INC,MN,Hennepin County,44.84,-93.23,2431.444499286577
1435,570351757,SANDHILL TELEPHONE COOPERATIVE INC,SC,Chesterfield County,34.6,-80.3,3394.7100475882985
1436,421378576,CENTRAL IOWA SHEET METAL WORKERS HEALTH FUND,IA,Polk County,41.66,-93.63,2278.158518100606
1437,391870694,UWMF FACULTY PHYSICIANS VEBA AND TRUST,WI,Dane County,43.1,-89.51,2647.5478273460085
1438,340613260,WESTBROOK COUNTRY CLUB,OH,Richland County,40.76,-82.59,3168.845019244016
1439,237050237,AREA PROGRESS COUNCIL OF WARREN COUNTY INC,OH,Clinton County,39.39,-83.99,3040.912389546837
1440,510436665,WINSTON SALEM BUSINESS INC,NC,Forsyth County,36.12,-80.2,3383.780251293419
1441,203899237,USSA INVESTMENT FUND,UT,Summit County,40.65,-111.5,972.8461196292509
1442,620672999,NASHVILLE HUMANE ASSOCIATION AKA NASHVILLE HUMANE SOCIETY,TN,Davidson County,36.15,-86.9,2783.334376171081
1443,650181758,GREATER BOCA RATON CHAMBER OF COMMERCE EDUCATION FOUNDATION INC,FL,Palm Beach County,26.35,-80.08,3647.5966135299423
1444,201680481,LIVING FAITH BROADCASTING INC,VA,Washington County,36.8,-82.0,3217.3839863729695
1445,390635400,LOCAL UNION 601 OF UA OF JOURNEYMEN AND APPRENTICES OF THE PLUMBING AND PF IND,WI,Milwaukee County,42.99,-88.04,2760.2550792750776
1446,742830491,JOHNSON COUNTY LIBRARY FOUNDATION,KS,Johnson County,38.96,-94.68,2120.5252601164493
1447,311417745,WOOD COUNTY DISTRICT LIBRARY FOUNDA,OH,Wood County,41.4,-83.7,3082.622615314674
1449,50453083,BOUCHER APARTMENTS INC,RI,Providence County,42.0,-71.5,4096.524080218092
1450,516016910,NATIONAL SOCIETY OF THE COLONIAL DAMES OF AMERICA IN THE STATE OF DELAWARE,VA,Fairfax County,38.68,-77.21,3626.6127153323214
1451,541920770,CAPITAL HOSPICE,VA,Fairfax County,38.87,-77.19,3627.3354019022468
1452,130453215,ASSOCIATION OF MASTER PAINTERS AND DECORATORS OF NEW YORK INC,NY,New York County,40.714,-74.008,3891.3577791042335
1453,946102864,NAPA BAND BOOSTER CLUB,CA,Napa County,38.5,-122.3,744.347238784247
1454,870676662,JAMES P THORNE CHARITABLE ENDOWMENT TRUST,UT,Cache County,41.78,-111.81,1067.391885030044
1455,455607401,NATIONAL SHRINE OF SAINT FRANCES XAVIER CABRINI INC,IL,Cook County,41.92,-87.65,2766.6015318585705
1456,311695775,RUSSO STREET APARTMENTS INC,RI,Providence County,42.0,-71.5,4096.524080218092
1457,463894713,LONGMONT COMMUNITY FOUNDATION,CO,Boulder County,40.05,-105.21,1315.081634024917
1458,222551332,NIAGARA AREA MANAGEMENT CORPORATION,NY,Niagara County,43.095,-79.056,3482.1352707031924
1460,411761590,GRAND RAPIDS AREA COMMUNITY FOUNDATION,MN,Itasca County,47.2,-93.5,2530.5641856698076
1461,320053249,LESEA GLOBAL FEED THE HUNGRY INC,IN,St. Joseph County,41.6,-86.3,2870.8809551488257
1462,753237665,LIBERTY ISD EDUCATION FOUNDATION INC,TX,Liberty County,30.1,-94.7,2157.8283684525563
1463,311710115,OHIO COMMUNITY ACTION TRAINING ORGANIZATION,OH,Franklin County,39.97,-83.03,3126.134676504294
1464,222535376,WAKE ROBIN CORPORATION,VT,Chittenden County,44.4,-73.21,3961.023184922112
1465,20397683,BRAIN INJURY ASSOCIATION OF NH,NH,Merrimack County,43.2,-71.5,4094.7788160406726
1466,510137037,BIG STEP INC,WI,Milwaukee County,43.04,-87.97,2767.0828266759036
1467,237372791,YELLOW SPRINGS COMMUNITY FOUNDATION,OH,Greene County,39.8,-83.9,3050.9706793346086
1468,205889085,CIVIC PROPERTIESINC-LONGFELLOW CO CIVIC BUILDERS INC,NY,New York County,40.72,-74.01,3891.169071436037
1469,590306124,NORTHEAST FLORIDA ASSOCIATION OF REALTORS INC,FL,Duval County,30.18,-81.52,3380.971344631654
1470,390438279,GREEN BAY MOOSE LODGE 801 LOYAL ORDER OF MOOSE,IL,Kane County,41.83,-88.34,2708.612801136653
1472,436199203,TRUSTEES OF ST LOUIS GLASS AND ALLIED INDUSTRIES HEALTH AND WELFARE FUND,MO,St. Louis city,38.63,-90.27,2493.7111760315165
